68424	|	1068893	|	Sporolactobacillaceae	|	family	|	silva:D16269/#5,ncbi:186821,worms:571474,gbif:7793,irmng:115433	|		|		|	
68433	|	1068893	|	Paenibacillaceae	|	family	|	silva:D16271/#5,ncbi:186822,worms:564755,gbif:4706,irmng:115055	|		|		|	
589416	|	1068893	|	Planococcaceae	|	family	|	silva:D16277/#5,ncbi:186818,worms:564761,gbif:4707,gbif:8112,irmng:106756,irmng:105652	|		|		|	
949800	|	1068893	|	Staphylococcaceae	|	family	|	silva:D83355/#5,ncbi:90964,worms:414894,gbif:4708,irmng:115434	|		|		|	
68435	|	1068893	|	Thermoactinomycetaceae	|	family	|	silva:M77489/#5,ncbi:186824,worms:394112,gbif:7792,irmng:108677	|		|		|	
68426	|	1068893	|	Listeriaceae	|	family	|	silva:S55473/#5,ncbi:186820,worms:571029,gbif:4705,irmng:114988	|		|		|	
1026539	|	1068893	|	Pasteuriaceae	|	family	|	silva:U34688/#5,ncbi:538998,gbif:4896880,irmng:105019	|		|		|	
68428	|	1068893	|	Alicyclobacillaceae	|	family	|	silva:U34974/#5,ncbi:186823,worms:570923,gbif:4704,irmng:112942	|		|		|	
445856	|	68439	|	Lactobacillaceae	|	family	|	silva:D16548/#5,ncbi:33958,worms:567354,gbif:4711,irmng:108712	|		|		|	
175916	|	68439	|	Streptococcaceae	|	family	|	silva:D38482/#5,ncbi:1300,worms:393931,gbif:7798,irmng:108938	|		|		|	
68422	|	68439	|	Carnobacteriaceae	|	family	|	silva:D50540/#5,ncbi:186828,worms:565125,gbif:4710,irmng:112225	|		|		|	
68437	|	68439	|	Aerococcaceae	|	family	|	silva:D50541/#5,ncbi:186827,worms:377978,gbif:4709,irmng:112941	|		|		|	
910233	|	68439	|	Enterococcaceae	|	family	|	silva:D87680/#5,ncbi:81852,worms:565131,gbif:7795,irmng:112266	|		|		|	
910222	|	68439	|	Leuconostocaceae	|	family	|	silva:M23033/#5,ncbi:81850,worms:571339,gbif:7796,irmng:114987	|		|		|	
16694	|	16696	|	Lachnospiraceae	|	family	|	silva:D14137/#5,ncbi:186803,worms:570965,gbif:4713,irmng:105370	|		|	sibling_higher	|	
16707	|	16696	|	Peptostreptococcaceae	|	family	|	silva:L04166/#5,ncbi:186804,worms:565425,gbif:7800,irmng:115058	|	Peptostreptococcaceae (family silva:L04166/#5)	|	sibling_higher	|	
761268	|	16696	|	Ruminococcaceae	|	family	|	silva:L09173/#5,ncbi:541000,worms:570893,gbif:4894491,irmng:104840	|		|	sibling_higher	|	
748885	|	16696	|	Clostridiaceae	|	family	|	silva:L09187/#5,ncbi:31979,worms:393095,gbif:7797,irmng:104248	|		|	sibling_higher	|	
16701	|	16696	|	Peptococcaceae	|	family	|	silva:L15628/#5,ncbi:186807,worms:571124,gbif:4715,irmng:108790	|		|	sibling_higher	|	
19960	|	16696	|	Heliobacteriaceae	|	family	|	silva:M11212/#5,ncbi:31984,gbif:4714,irmng:112516	|		|	sibling_higher	|	
16703	|	16696	|	Eubacteriaceae	|	family	|	silva:M23927/#5,ncbi:186806,worms:565234,gbif:7799,irmng:112267	|		|	sibling_higher	|	
857032	|	16696	|	Gracilibacteraceae	|	family	|	silva:U27710/#5,ncbi:541019,gbif:4901350,irmng:105069	|		|	sibling_higher	|	
186600	|	16696	|	Christensenellaceae	|	family	|	silva:U81761/#5,ncbi:990719,gbif:7825349	|		|	sibling_higher	|	
885274	|	16696	|	Syntrophomonadaceae	|	family	|	silva:X99980/#5,ncbi:68298,worms:571485,gbif:7801,irmng:106245	|		|	sibling_higher	|	
139073	|	16696	|	Caldicoprobacteraceae	|	family	|	silva:AB237712/#5,ncbi:715221,gbif:7751229	|		|	sibling_higher	|	
245885	|	16696	|	Symbiobacteriaceae	|	family	|	ncbi:543349	|		|	sibling_higher	|	
589411	|	913186	|	Thermoanaerobacteraceae	|	family	|	silva:L09160/#5,ncbi:186814,gbif:7462937	|		|	sibling_higher	|	
848777	|	913186	|	Thermodesulfobiaceae	|	family	|	silva:X69335/#5,ncbi:227387,worms:571118,gbif:4718,irmng:105175	|		|	sibling_higher	|	
430095	|	23269	|	Halanaerobiaceae	|	family	|	silva:L22016/#5,ncbi:972,worms:571304,gbif:4716,irmng:106058	|		|		|	
23209	|	23269	|	Halobacteroidaceae	|	family	|	silva:L37421/#5,ncbi:53434,worms:565433,gbif:4717,irmng:106059	|		|		|	
147568	|	147570	|	Thermolithobacteraceae	|	family	|	silva:AF282252/#5,ncbi:455493,gbif:4892708,irmng:106420	|		|		|	
66869	|	66871	|	Natranaerobiaceae	|	family	|	silva:AJ271450/#5,ncbi:485255,worms:571365,gbif:4898122,irmng:104453	|		|		|	
7019717	|	7019716	|	Candidatus Borkfalkiaceae	|	family	|	ncbi:2508947	|		|		|	
90757	|	5896190	|	Veillonellaceae	|	family	|	silva:D89882/#5,ncbi:31977,worms:570899,gbif:3237760,irmng:108734	|		|		|	
272722	|	5896171	|	Acidaminococcaceae	|	family	|	silva:U81750/#5,ncbi:909930,worms:570907,gbif:4712,irmng:112938	|		|		|	
5580467	|	5575072	|	Limnochordaceae	|	family	|	ncbi:1676650	|		|		|	
956783	|	282106	|	Corynebacteriaceae	|	family	|	silva:A58083/#5,ncbi:1653,worms:559527,gbif:3831,irmng:113717	|	Corynebacteriaceae (family in order Corynebacteriales)	|		|	
231769	|	282106	|	Nocardiaceae	|	family	|	silva:D37876/#5,ncbi:85025,worms:178070,worms:394438,gbif:8085,gbif:8092,irmng:116333,irmng:108787	|		|		|	
759688	|	282106	|	Mycobacteriaceae	|	family	|	silva:L08169/#5,ncbi:1762,worms:178087,gbif:8084,irmng:108767	|		|		|	
231776	|	282106	|	Dietziaceae	|	family	|	silva:X76704/#5,ncbi:85029,worms:559529,gbif:8078,irmng:104475	|		|		|	
231774	|	282106	|	Tsukamurellaceae	|	family	|	silva:X80628/#5,ncbi:85028,worms:559537,gbif:3846,irmng:106761	|		|		|	
714253	|	282106	|	Segniliparaceae	|	family	|	silva:AB089078/#5,ncbi:316606,gbif:3843,irmng:106929	|		|		|	
41216	|	5246950	|	Kineosporiaceae	|	family	|	silva:D17527/#5,ncbi:83778,worms:394442,gbif:3835,irmng:112522	|		|		|	
231766	|	282101	|	Microbacteriaceae	|	family	|	silva:D17751/#5,ncbi:85023,worms:393617,gbif:3837,irmng:104801	|		|		|	
146214	|	282101	|	Micrococcaceae	|	family	|	silva:D84567/#5,ncbi:1268,worms:559736,worms:559750,gbif:3836,gbif:3237603,irmng:108765,irmng:106471	|	Micrococcaceae (family silva:D84567/#5)	|		|	
231761	|	282101	|	Intrasporangiaceae	|	family	|	silva:D84597/#5,ncbi:85021,worms:394108,gbif:3834,irmng:106616	|		|		|	
856848	|	282101	|	Brevibacteriaceae	|	family	|	silva:D88212/#5,ncbi:85019,worms:559609,gbif:8074,irmng:107028	|		|		|	
856851	|	282101	|	Dermatophilaceae	|	family	|	silva:M59057/#5,ncbi:85018,worms:559624,gbif:8077,irmng:108709	|		|		|	
231758	|	282101	|	Dermabacteraceae	|	family	|	silva:S71384/#5,ncbi:85020,worms:559622,gbif:8075,irmng:104473	|		|		|	
231764	|	282101	|	Jonesiaceae	|	family	|	silva:X78420/#5,ncbi:85022,gbif:8082,irmng:106617	|		|		|	
242703	|	282101	|	Sanguibacteraceae	|	family	|	silva:X79450/#5,ncbi:145360,worms:559748,gbif:8090,irmng:106176	|		|		|	
856874	|	282101	|	Promicromonosporaceae	|	family	|	silva:X79453/#5,ncbi:85017,worms:393923,gbif:3840,irmng:105653	|		|		|	
856876	|	282101	|	Cellulomonadaceae	|	family	|	silva:X79454/#5,ncbi:85016,worms:559614,gbif:3832,irmng:106758	|		|		|	
118085	|	282101	|	Dermacoccaceae	|	family	|	silva:X87755/#5,ncbi:145357,worms:394097,gbif:8076,irmng:104474	|		|		|	
118091	|	282101	|	Bogoriellaceae	|	family	|	silva:X94155/#5,ncbi:145358,worms:559600,gbif:3829,irmng:107026	|		|		|	
118094	|	282101	|	Rarobacteraceae	|	family	|	silva:Y17870/#5,ncbi:145359,gbif:8089,irmng:106174	|		|		|	
